Date,Code
2/20/2020 7:31:18 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 7:05:57 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 7:05:27 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 6:38:03 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/20/2020 6:38:03 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 6:35:42 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/20/2020 6:35:42 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 5:15:25 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/20/2020 5:15:25 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 5:11:23 AM,Alarm 1.8 ????????????????
2/19/2020 6:32:12 PM,Alarm 1.13 VSD 234 FAULT
2/19/2020 6:32:12 PM,Alarm 1.12 VSD 227 FAULT
2/19/2020 6:30:44 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:49:56 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:47:42 PM,Alarm 5.1 LIFT TOPDRIVER1 SCREW NOT FED
2/19/2020 5:39:25 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:38:02 PM,Alarm 1.12 VSD 227 FAULT
2/19/2020 5:36:20 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:27:00 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:24:47 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:23:14 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/19/2020 5:21:05 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 5:08:10 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
